Ticker,Type,Market Cap,Percentile,Cap Category,Type_Cap_Category
PNC,Value,62626582528,0.7137176938369781,Large Cap,Value Large Cap
POOL,Growth,13934434304,0.147117296222664,Small Cap,Growth Small Cap
PPG,Value,30815645696,0.4552683896620278,Mid Cap,Value Mid Cap
PPL,Value,21637943296,0.3359840954274354,Mid Cap,Value Mid Cap
PFG,Value,19228864512,0.2823061630218688,Small Cap,Value Small Cap
PG,Blend,388337434624,0.9662027833001988,Large Cap,Blend Large Cap
PGR,Blend,123685584896,0.8469184890656064,Large Cap,Blend Large Cap
PLD,Value,102296494080,0.8170974155069582,Large Cap,Value Large Cap
PRU,Value,43214794752,0.5805168986083499,Mid Cap,Value Mid Cap
PEG,Value,37734543360,0.5248508946322068,Mid Cap,Value Mid Cap
PTC,Growth,21103683584,0.3240556660039761,Small Cap,Growth Small Cap
PSA,Blend,48118771712,0.6322067594433399,Mid Cap,Blend Mid Cap
PHM,Growth,24677322752,0.3836978131212724,Mid Cap,Growth Mid Cap
QRVO,Blend,9408947200,0.04771371769383698,Small Cap,Blend Small Cap
PWR,Growth,40394305536,0.5606361829025845,Mid Cap,Growth Mid Cap
QCOM,Blend,227719806976,0.9403578528827038,Large Cap,Blend Large Cap
DGX,Value,15771730944,0.19284294234592445,Small Cap,Value Small Cap
RL,Growth,11681757184,0.09145129224652088,Small Cap,Growth Small Cap
RJF,Value,25443250176,0.39165009940357853,Mid Cap,Value Mid Cap
RTX,Value,143334473728,0.8807157057654076,Large Cap,Value Large Cap
O,Value,46203269120,0.6163021868787276,Mid Cap,Value Mid Cap
REG,Blend,11412971520,0.08151093439363817,Small Cap,Blend Small Cap
REGN,Blend,107999903744,0.8230616302186878,Large Cap,Blend Large Cap
RF,Value,17721253888,0.2504970178926441,Small Cap,Value Small Cap
RSG,Blend,58322255872,0.6978131212723658,Large Cap,Blend Large Cap
RMD,Value,30311323648,0.44532803180914515,Mid Cap,Value Mid Cap
RVTY,Blend,13481919488,0.13717693836978131,Small Cap,Blend Small Cap
RHI,Blend,6739847168,0.0019880715705765406,Small Cap,Blend Small Cap
ROK,Growth,29359192064,0.43141153081510936,Mid Cap,Growth Mid Cap
ROL,Growth,22138404864,0.34791252485089463,Mid Cap,Growth Mid Cap
ROP,Blend,57029296128,0.6958250497017893,Large Cap,Blend Large Cap
ROST,Growth,46862503936,0.6202783300198808,Mid Cap,Growth Mid Cap
RCL,Growth,38005297152,0.5288270377733598,Mid Cap,Growth Mid Cap
SPGI,Blend,133767880704,0.8648111332007953,Large Cap,Blend Large Cap
CRM,Growth,227172368384,0.9383697813121272,Large Cap,Growth Large Cap
SBAC,Growth,21131888640,0.3260437375745527,Small Cap,Growth Small Cap
SLB,Value,65592414208,0.7196819085487077,Large Cap,Value Large Cap
STX,Growth,19579373568,0.2922465208747515,Small Cap,Growth Small Cap
SRE,Value,48748126208,0.6481113320079522,Mid Cap,Value Mid Cap
NOW,Growth,134921592832,0.8707753479125249,Large Cap,Growth Large Cap
SHW,Blend,77028179968,0.7673956262425448,Large Cap,Blend Large Cap
SPG,Blend,56709173248,0.6898608349900597,Large Cap,Blend Large Cap
SWKS,Blend,14867020800,0.16898608349900596,Small Cap,Blend Small Cap
SJM,Blend,11853488128,0.09542743538767395,Small Cap,Blend Small Cap
SNA,Growth,14384769024,0.15904572564612326,Small Cap,Growth Small Cap
SOLV,Blend,10248611840,0.0636182902584493,Small Cap,Blend Small Cap
SO,Value,87627481088,0.7912524850894632,Large Cap,Value Large Cap
LUV,Blend,16062559232,0.20278330019880716,Small Cap,Blend Small Cap
SWK,Blend,13413633024,0.13320079522862824,Small Cap,Blend Small Cap
SBUX,Blend,90865197056,0.7972166998011928,Large Cap,Blend Large Cap
STT,Value,22772166656,0.3518886679920477,Mid Cap,Value Mid Cap
STLD,Growth,21035393024,0.3220675944333996,Small Cap,Growth Small Cap
STE,Growth,22042832896,0.34592445328031807,Mid Cap,Growth Mid Cap
SYK,Blend,129938243584,0.8548707753479126,Large Cap,Blend Large Cap
SMCI,Growth,45938159616,0.614314115308151,Mid Cap,Growth Mid Cap
SYF,Value,17587625984,0.2485089463220676,Small Cap,Value Small Cap
SNPS,Growth,85923528704,0.7872763419483101,Large Cap,Growth Large Cap
SYY,Value,36263051264,0.5168986083499006,Mid Cap,Value Mid Cap
TMUS,Value,205026885632,0.9304174950298211,Large Cap,Value Large Cap
TROW,Value,26311440384,0.4135188866799205,Mid Cap,Value Mid Cap
TTWO,Growth,27483297792,0.42147117296222664,Mid Cap,Growth Mid Cap
TPR,Blend,9992827904,0.05964214711729622,Small Cap,Blend Small Cap
TRGP,Growth,26213601280,0.4115308151093439,Mid Cap,Growth Mid Cap
TGT,Value,72245395456,0.7435387673956262,Large Cap,Value Large Cap
TEL,Blend,45842329600,0.6123260437375746,Mid Cap,Blend Mid Cap
TDY,Value,18824361984,0.2783300198807157,Small Cap,Value Small Cap
TFX,Blend,9847740416,0.05168986083499006,Small Cap,Blend Small Cap
TER,Value,22002425856,0.34393638170974156,Mid Cap,Value Mid Cap
TSLA,Growth,567932747776,0.9781312127236581,Large Cap,Growth Large Cap
TXN,Blend,177553080320,0.9125248508946322,Large Cap,Blend Large Cap
TXT,Value,16707140608,0.21868787276341947,Small Cap,Value Small Cap
TMO,Blend,216807047168,0.9363817097415507,Large Cap,Blend Large Cap
TJX,Blend,116518461440,0.8369781312127237,Large Cap,Blend Large Cap
TSCO,Blend,30757115904,0.45129224652087474,Mid Cap,Blend Mid Cap
TT,Blend,74121224192,0.7554671968190855,Large Cap,Blend Large Cap
TDG,Growth,75165138944,0.7594433399602386,Large Cap,Growth Large Cap
TRV,Value,49393786880,0.6500994035785288,Mid Cap,Value Mid Cap
TRMB,Blend,13597501440,0.14314115308151093,Small Cap,Blend Small Cap
TFC,Value,50513272832,0.6540755467196819,Mid Cap,Value Mid Cap
TYL,Growth,20393826304,0.3101391650099404,Small Cap,Growth Small Cap
TSN,Value,20382431232,0.3081510934393638,Small Cap,Value Small Cap
USB,Value,63276654592,0.7157057654075547,Large Cap,Value Large Cap
UBER,Growth,134899408896,0.8687872763419483,Large Cap,Growth Large Cap
UDR,Blend,14558117888,0.16302186878727634,Small Cap,Blend Small Cap
ULTA,Growth,18852272128,0.2803180914512923,Small Cap,Growth Small Cap
UNP,Blend,142048608256,0.8767395626242545,Large Cap,Blend Large Cap
UAL,Value,17423271936,0.24254473161033796,Small Cap,Value Small Cap
UPS,Value,118862798848,0.8429423459244533,Large Cap,Value Large Cap
URI,Growth,44964470784,0.6023856858846919,Mid Cap,Growth Mid Cap
UNH,Blend,455931133952,0.9701789264413518,Large Cap,Blend Large Cap
UHS,Blend,12703162368,0.11530815109343936,Small Cap,Blend Small Cap
VLO,Value,51770404864,0.6679920477137177,Large Cap,Value Large Cap
VTR,Value,20343941120,0.3061630218687873,Small Cap,Value Small Cap
VLTO,Value,24334178304,0.3757455268389662,Mid Cap,Value Mid Cap
VRSN,Growth,17362272256,0.23658051689860835,Small Cap,Growth Small Cap
VRSK,Growth,36065386496,0.5149105367793241,Mid Cap,Growth Mid Cap
VZ,Value,173210648576,0.9085487077534792,Large Cap,Value Large Cap
VRTX,Blend,117501845504,0.8389662027833003,Large Cap,Blend Large Cap
VTRS,Blend,12621209600,0.11332007952286283,Small Cap,Blend Small Cap
VICI,Value,29949698048,0.43737574552683894,Mid Cap,Value Mid Cap
V,Blend,557480411136,0.9761431411530815,Large Cap,Blend Large Cap
VST,Growth,34426339328,0.4990059642147117,Mid Cap,Growth Mid Cap
VMC,Growth,33826095104,0.49105367793240556,Mid Cap,Growth Mid Cap
WRB,Value,20716292096,0.31411530815109345,Small Cap,Value Small Cap
GWW,Growth,45274279936,0.6063618290258449,Mid Cap,Growth Mid Cap
WAB,Value,29849630720,0.43538767395626243,Mid Cap,Value Mid Cap
WBA,Blend,13993204736,0.14910536779324055,Small Cap,Blend Small Cap
WMT,Value,530011783168,0.974155069582505,Large Cap,Value Large Cap
DIS,Value,189432086528,0.9244532803180915,Large Cap,Value Large Cap
WBD,Value,20190552064,0.30417495029821073,Small Cap,Value Small Cap
WM,Blend,84520222720,0.7852882703777336,Large Cap,Blend Large Cap
WAT,Growth,18323855360,0.2624254473161034,Small Cap,Growth Small Cap
WEC,Value,25591138304,0.3976143141153082,Mid Cap,Value Mid Cap
WFC,Value,208900292608,0.9324055666003976,Large Cap,Value Large Cap
WELL,Value,61985955840,0.7077534791252486,Large Cap,Value Large Cap
WST,Growth,24261001216,0.37375745526838966,Mid Cap,Growth Mid Cap
WDC,Value,24584067072,0.3797216699801193,Mid Cap,Value Mid Cap
WRK,Blend,13853763584,0.14512922465208747,Small Cap,Blend Small Cap
WY,Value,21892382720,0.341948310139165,Mid Cap,Value Mid Cap
WMB,Blend,50590310400,0.6560636182902585,Mid Cap,Blend Mid Cap
WTW,Value,26099828736,0.40556660039761433,Mid Cap,Value Mid Cap
WYNN,Growth,10633295872,0.06759443339960239,Small Cap,Growth Small Cap
XEL,Value,30810181632,0.4532803180914513,Mid Cap,Value Mid Cap
XYL,Value,34189877248,0.49502982107355864,Mid Cap,Value Mid Cap
YUM,Blend,38704685056,0.5427435387673957,Mid Cap,Blend Mid Cap
ZBRA,Blend,16060335104,0.20079522862823063,Small Cap,Blend Small Cap
ZBH,Value,23689578496,0.35984095427435386,Mid Cap,Value Mid Cap
ZTS,Blend,77369376768,0.7693836978131213,Large Cap,Blend Large Cap
